FIPS,State,ReportDate,Cases,IR,Vaccinations,VR
1,Alabama,2021-08-22,41624.2,21.8958,1530729,28.497
1,Alabama,2021-08-29,36395.2,22.3472,1596142,29.7448
1,Alabama,2021-09-01,44959.9,21.6525,1625303,30.3134
1,Alabama,2021-09-08,37480.1,22.339,1671636,31.2806
1,Alabama,2021-09-15,36329.4,19.0003,1845162,34.7672
1,Alabama,2021-09-22,30789.6,17.0443,1889210,35.7299
1,Alabama,2021-09-29,25360.3,14.8,1926335,36.5104
1,Alabama,2021-10-01,21228.8,15.031,1933508,36.6552
1,Alabama,2021-10-08,14536.9,12.5969,1967477,37.3478
1,Alabama,2021-10-15,9813.3,10.9163,1986588,37.7388
1,Alabama,2021-10-22,8124.11,9.38075,2008683,38.1657
1,Alabama,2021-10-29,21290.4,7.6547,2027973,38.5731
1,Alabama,2021-11-01,19164.5,6.69615,2034466,38.7104
1,Alabama,2021-11-08,6789.74,5.71636,2049472,39.006
1,Alabama,2021-11-15,6690.64,5.62687,2065394,39.297
1,Alabama,2021-11-22,5902.6,6.0297,2079853,39.5896
1,Alabama,2021-11-29,3364.44,6.69561,2096032,39.9045
1,Alabama,2021-12-01,2922.48,6.39923,2100234,39.9851
2,Alaska,2021-08-22,13481,8.9195,332419,52.4172
2,Alaska,2021-08-29,11983,13.321,335845,52.8828
2,Alaska,2021-09-01,12827.4,13.5916,337239,53.0103
2,Alaska,2021-09-08,13508.1,9.99875,339988,53.3345
2,Alaska,2021-09-15,11343.7,8.69296,343687,53.731
2,Alaska,2021-09-22,18129.9,17.573,349906,54.1517
2,Alaska,2021-09-29,27860.2,12.56,357065,54.6241
2,Alaska,2021-10-01,27235,13.3362,358387,54.7828
2,Alaska,2021-10-08,21376.9,11.1686,361392,55.1448
2,Alaska,2021-10-15,17989.5,8.69308,364261,55.5
2,Alaska,2021-10-22,16197,8.99833,368813,55.9172
2,Alaska,2021-10-29,14757.2,7.66353,371726,56.2828
2,Alaska,2021-11-01,15382.2,7.516,372850,56.4448
2,Alaska,2021-11-08,13873.1,7.60286,375151,56.7517
2,Alaska,2021-11-15,10738,8.99643,378231,57.0448
2,Alaska,2021-11-22,14306.3,8.48929,380969,57.3483
2,Alaska,2021-11-29,7265.71,5.99929,382346,57.5276
2,Alaska,2021-12-01,7402.03,6.125,383853,57.6483
4,Arizona,2021-08-22,3944.41,11.1067,3360260,49.5733
4,Arizona,2021-08-29,4413.48,10.192,3412999,50.3867
4,Arizona,2021-09-01,4428.49,10.7673,3433359,50.6333
4,Arizona,2021-09-08,4818.25,11.2873,3501478,51.5133
4,Arizona,2021-09-15,4270.39,13.2653,3543957,52.1067
4,Arizona,2021-09-22,4084.35,10.588,3587495,52.7467
4,Arizona,2021-09-29,3728.6,11.904,3624809,53.3
4,Arizona,2021-10-01,3881.08,12.072,3632548,53.4467
4,Arizona,2021-10-08,3750.52,10.51,3671159,53.92
4,Arizona,2021-10-15,3510.9,10.554,3701849,54.3333
4,Arizona,2021-10-22,4127.3,11.3833,3737071,54.74
4,Arizona,2021-10-29,4908.08,11.3007,3768991,55.2133
4,Arizona,2021-11-01,4750.24,13.4473,3782855,55.4
4,Arizona,2021-11-08,5391.24,13.8927,3810725,55.84
4,Arizona,2021-11-15,6207.92,14.276,3838804,56.2533
4,Arizona,2021-11-22,6693.77,16.05,3866321,56.7
4,Arizona,2021-11-29,4857.47,15.9607,3886664,56.9867
4,Arizona,2021-12-01,4676.29,16.6053,3892658,57.1267
5,Arkansas,2021-08-22,36816.7,11.762,1080173,33.1093
5,Arkansas,2021-08-29,36302,10.7585,1120895,34.48
5,Arkansas,2021-09-01,36539.2,10.102,1134109,34.9147
5,Arkansas,2021-09-08,33917.2,9.91227,1170326,36.2093
5,Arkansas,2021-09-15,33476.2,10.0399,1196078,37.1467
5,Arkansas,2021-09-22,26080.4,9.33773,1220397,37.9973
5,Arkansas,2021-09-29,18265.8,9.29417,1238131,38.6213
5,Arkansas,2021-10-01,16199.2,10.0803,1243510,38.82
5,Arkansas,2021-10-08,13820.5,8.96483,1259222,39.3067
5,Arkansas,2021-10-15,11423.8,8.74833,1271456,39.6893
5,Arkansas,2021-10-22,9664.69,7.84782,1295105,40.5573
5,Arkansas,2021-10-29,6805.35,8.49581,1305643,40.9093
5,Arkansas,2021-11-01,7199.79,8.20113,1310315,41.0667
5,Arkansas,2021-11-08,7228.44,6.86115,1319921,41.388
5,Arkansas,2021-11-15,8636.65,8.08351,1329032,41.6813
5,Arkansas,2021-11-22,10231.2,7.64347,1336849,41.9347
5,Arkansas,2021-11-29,7229.04,7.40604,1344188,42.1227
5,Arkansas,2021-12-01,8121.43,8.31377,1347212,42.1987
6,California,2021-08-22,16821.2,9.28233,21145022,49.16
6,California,2021-08-29,18940.9,8.1086,21446830,49.874
6,California,2021-09-01,17801.5,7.4693,21562010,50.158
6,California,2021-09-08,14850.5,7.22349,21775662,50.694
6,California,2021-09-15,11527.7,6.82488,22063257,51.458
6,California,2021-09-22,13175,6.3593,22386162,52.446
6,California,2021-09-29,12528.1,5.56558,22646340,53.314
6,California,2021-10-01,12230.1,5.32907,22692299,53.442
6,California,2021-10-08,11758.4,5.06395,22935603,54.08
6,California,2021-10-15,11220.9,4.65674,23126408,54.638
6,California,2021-10-22,10891.6,4.54907,23329358,55.138
6,California,2021-10-29,11029.7,4.72744,23511387,55.59
6,California,2021-11-01,10995.7,5.01907,23597364,55.798
6,California,2021-11-08,5136.82,4.82209,23784228,56.27
6,California,2021-11-15,9099.79,4.44023,23971185,56.746
6,California,2021-11-22,4832.12,4.13698,24135615,57.152
6,California,2021-11-29,1422.98,3.80395,24276271,57.466
6,California,2021-12-01,5285.12,4.21186,24335524,57.586
8,Colorado,2021-08-22,7683.7,6.324,3149357,45.9594
8,Colorado,2021-08-29,9395.32,7.39911,3186122,46.4406
8,Colorado,2021-09-01,9853.66,7.25293,3199878,46.6234
8,Colorado,2021-09-08,12430,7.53117,3230320,47.0953
8,Colorado,2021-09-15,15444.7,8.04133,3263161,47.5797
8,Colorado,2021-09-22,14601.5,8.14491,3295776,48.0828
8,Colorado,2021-09-29,15335.8,7.54136,3325931,48.5391
8,Colorado,2021-10-01,19353.3,7.94881,3333532,48.7
8,Colorado,2021-10-08,17227.9,8.79333,3365077,49.1453
8,Colorado,2021-10-15,21527.7,8.89733,3391434,49.5187
8,Colorado,2021-10-22,27105.2,8.8082,3422040,49.9859
8,Colorado,2021-10-29,23793.7,8.68295,3447653,50.4328
8,Colorado,2021-11-01,24078,9.07417,3459137,50.6188
8,Colorado,2021-11-08,21350.3,9.91339,3480776,50.9875
8,Colorado,2021-11-15,24909.9,10.4728,3500236,51.3297
8,Colorado,2021-11-22,24360.7,9.89639,3520999,51.6844
8,Colorado,2021-11-29,16858.5,8.53633,3539144,51.9344
8,Colorado,2021-12-01,14008,8.38034,3549553,52.0281
9,Connecticut,2021-08-22,821.01,4.705,2285101,63.05
9,Connecticut,2021-08-29,1021.17,4.81125,2309797,63.7
9,Connecticut,2021-09-01,956.2,4.29875,2322862,64.05
9,Connecticut,2021-09-08,849.24,3.455,2339812,64.4875
9,Connecticut,2021-09-15,1133.56,3.82875,2366026,65.1625
9,Connecticut,2021-09-22,1092.84,3.89125,2388408,65.775
9,Connecticut,2021-09-29,865.48,3.15375,2408522,66.275
9,Connecticut,2021-10-01,742.98,3.03375,2413474,66.45
9,Connecticut,2021-10-08,706.77,2.82625,2431561,66.9
9,Connecticut,2021-10-15,777.55,2.98625,2446877,67.3375
9,Connecticut,2021-10-22,823.3,2.93125,2463191,67.7375
9,Connecticut,2021-10-29,599.24,2.51625,2475934,68.1125
9,Connecticut,2021-11-01,601.82,2.42375,2481596,68.2375
9,Connecticut,2021-11-08,632.33,2.75125,2493880,68.5625
9,Connecticut,2021-11-15,770.86,3.46625,2504004,68.8375
9,Connecticut,2021-11-22,1377.16,4.20875,2513479,69.0875
9,Connecticut,2021-11-29,1477,5.2425,2520348,69.275
9,Connecticut,2021-12-01,1527.21,6.1575,2527051,69.45
10,Delaware,2021-08-22,780.61,8.16333,509069,50.4667
10,Delaware,2021-08-29,839.8,8.48667,516642,51.2667
10,Delaware,2021-09-01,885.85,7.99333,518986,51.5
10,Delaware,2021-09-08,973.38,8.47333,525279,52.1667
10,Delaware,2021-09-15,998.51,9.72667,529329,52.5667
10,Delaware,2021-09-22,1043.16,8.31333,534844,53.1667
10,Delaware,2021-09-29,1046.92,7.69333,539967,53.7
10,Delaware,2021-10-01,998.9,7.62,540105,53.7333
10,Delaware,2021-10-08,1080.98,8.09333,547293,54.4333
10,Delaware,2021-10-15,916.33,8.32,551507,54.9333
10,Delaware,2021-10-22,782.46,7.71333,556696,55.5
10,Delaware,2021-10-29,629.05,6.15667,559702,55.8
10,Delaware,2021-11-01,599.02,6.21667,559869,55.8333
10,Delaware,2021-11-08,538,4.93667,564072,56.2667
10,Delaware,2021-11-15,608.96,5.28,567267,56.6
10,Delaware,2021-11-22,795.51,7.04333,571241,57
10,Delaware,2021-11-29,732.38,8.08,571168,57.0333
10,Delaware,2021-12-01,740.71,8.23333,577379,57.6
12,Florida,2021-08-22,51850.9,24.3773,10922390,41.194
12,Florida,2021-08-29,57293.5,23.1745,11195314,42.3716
12,Florida,2021-09-01,57293.5,21.7594,11312161,42.8522
12,Florida,2021-09-08,51208.1,19.3384,11533385,43.8716
12,Florida,2021-09-15,38740.6,17.9625,11775253,44.9493
12,Florida,2021-09-22,28794.9,13.5994,11944651,45.7239
12,Florida,2021-09-29,18811,10.6146,12106677,46.4343
12,Florida,2021-10-01,11709.7,10.0624,12161125,46.6821
12,Florida,2021-10-08,11709.7,7.6491,12326070,47.3104
12,Florida,2021-10-15,5412.04,6.35478,12440295,47.7403
12,Florida,2021-10-22,4090.87,5.05119,12559228,48.1776
12,Florida,2021-10-29,2941.24,4.73701,12640514,48.491
12,Florida,2021-11-01,2941.24,3.87844,12678738,48.6433
12,Florida,2021-11-08,2356.28,3.27561,12757233,48.9448
12,Florida,2021-11-15,2228.34,3.1281,12841894,49.2433
12,Florida,2021-11-22,2203.75,2.81952,12915669,49.5194
12,Florida,2021-11-29,NULL,3.05831,13002744,50.0701
12,Florida,2021-12-01,2355.17,3.01903,13028828,50.1537
13,Georgia,2021-08-22,102130,21.7848,2358192,16.2962
13,Georgia,2021-08-29,120400,22.6708,2418047,16.8774
13,Georgia,2021-09-01,123945,22.9251,2468718,17.3937
13,Georgia,2021-09-08,92966.5,21.8496,2537543,18.1044
13,Georgia,2021-09-15,77800.4,19.7613,2597583,18.7415
13,Georgia,2021-09-22,56621.8,15.8169,2669355,19.6453
13,Georgia,2021-09-29,42083.8,14.2523,2740284,20.427
13,Georgia,2021-10-01,38771.8,13.4967,2748691,20.5226
13,Georgia,2021-10-08,27012.7,11.0775,2806051,21.1283
13,Georgia,2021-10-15,20590.3,9.56753,2872679,21.756
13,Georgia,2021-10-22,15087.7,8.10188,2918487,22.1742
13,Georgia,2021-10-29,10053,5.72331,2949456,22.434
13,Georgia,2021-11-01,10086.5,5.47085,2967789,22.6189
13,Georgia,2021-11-08,10195,5.52328,3001695,22.9226
13,Georgia,2021-11-15,7839.71,4.75261,3014995,23.0277
13,Georgia,2021-11-22,7784.18,4.88504,3050553,23.3484
13,Georgia,2021-11-29,3822.24,7.55238,3063959,23.4585
13,Georgia,2021-12-01,5972.09,7.35152,3083895,23.6044
15,Hawaii,2021-08-22,1362.49,7.2675,NULL,NULL
15,Hawaii,2021-08-29,1485.88,7.91,NULL,NULL
15,Hawaii,2021-09-01,1639.04,7.84,NULL,NULL
15,Hawaii,2021-09-08,1542.75,7.165,NULL,NULL
15,Hawaii,2021-09-15,1150.72,6.9675,NULL,NULL
15,Hawaii,2021-09-22,1041.62,6.165,NULL,NULL
15,Hawaii,2021-09-29,745.94,4.91,NULL,NULL
15,Hawaii,2021-10-01,652.41,4.6275,NULL,NULL
15,Hawaii,2021-10-08,532.03,4.145,NULL,NULL
15,Hawaii,2021-10-15,327.15,3.3225,NULL,NULL
15,Hawaii,2021-10-22,301.42,2.5375,657,0.1
15,Hawaii,2021-10-29,335.6,3.0125,686,0.1
15,Hawaii,2021-11-01,366.89,2.96,NULL,NULL
15,Hawaii,2021-11-08,289.83,2.425,732,0.1
15,Hawaii,2021-11-15,348.01,2.7775,753,0.1
15,Hawaii,2021-11-22,382.48,2.0325,NULL,NULL
15,Hawaii,2021-11-29,270.91,1.8175,NULL,NULL
15,Hawaii,2021-12-01,293.29,2.585,NULL,NULL
16,Idaho,2021-08-22,9614.4,17.9757,675022,34.0091
16,Idaho,2021-08-29,11548.6,19.1351,683817,34.4841
16,Idaho,2021-09-01,15182.4,19.7328,685471,34.5568
16,Idaho,2021-09-08,13671.4,18.2802,693888,34.9795
16,Idaho,2021-09-15,21472.3,23.1805,704458,35.5659
16,Idaho,2021-09-22,18405.8,23.264,715307,36.1841
16,Idaho,2021-09-29,16733.5,21.8628,724953,36.7068
16,Idaho,2021-10-01,18801.6,21.5842,727420,36.8568
16,Idaho,2021-10-08,17757.8,19.8565,737500,37.4159
16,Idaho,2021-10-15,16972,20.5105,745046,37.85
16,Idaho,2021-10-22,17327.7,18.9795,753939,38.3432
16,Idaho,2021-10-29,15020.5,17.9138,763733,38.8568
16,Idaho,2021-11-01,13508.7,18.5463,766749,39.0227
16,Idaho,2021-11-08,10889.9,13.4148,773521,39.425
16,Idaho,2021-11-15,7229.72,13.032,778578,39.6955
16,Idaho,2021-11-22,7641.06,11.4023,784607,40.0409
16,Idaho,2021-11-29,5291.18,12.0483,788409,40.2341
16,Idaho,2021-12-01,5115.9,13.4718,789729,40.3114
17,Illinois,2021-08-22,37010.6,8.57765,6250306,39.4755
17,Illinois,2021-08-29,38400.2,8.13784,6318688,39.9873
17,Illinois,2021-09-01,46244.9,8.0749,6365243,40.3
17,Illinois,2021-09-08,41761.3,7.61216,6421682,40.748
17,Illinois,2021-09-15,44648,7.66608,6497853,41.3353
17,Illinois,2021-09-22,36756.3,6.24206,6556391,41.8569
17,Illinois,2021-09-29,26959.2,4.78118,6627117,42.4775
17,Illinois,2021-10-01,26377.6,4.75961,6639489,42.5931
17,Illinois,2021-10-08,25490.7,4.58624,6708546,43.0873
17,Illinois,2021-10-15,18995.1,4.04353,6736928,43.301
17,Illinois,2021-10-22,16315.9,3.66202,6745937,43.3549
17,Illinois,2021-10-29,15532.3,3.3811,7390446,46.9324
17,Illinois,2021-11-01,14218.9,3.21184,7422543,47.149
17,Illinois,2021-11-08,16614.4,3.8354,7487906,47.5608
17,Illinois,2021-11-15,22230.2,4.4572,7543677,47.9314
17,Illinois,2021-11-22,27322.9,5.01505,7581562,48.352
17,Illinois,2021-11-29,19697.9,7.38792,7642647,48.7716
17,Illinois,2021-12-01,30459.9,7.62402,7667996,48.898
18,Indiana,2021-08-22,33966.2,14.4662,3029904,40.4685
18,Indiana,2021-08-29,44632.6,14.4115,3066925,40.9891
18,Indiana,2021-09-01,49972.6,15.0521,3075648,41.1054
18,Indiana,2021-09-08,47635,16.507,3104421,41.5457
18,Indiana,2021-09-15,44285.1,16.7566,3137093,42.0717
18,Indiana,2021-09-22,40434.3,14.935,3183660,42.8141
18,Indiana,2021-09-29,32088.6,14.2565,3213376,43.2783
18,Indiana,2021-10-01,29674.2,14.013,3219268,43.3837
18,Indiana,2021-10-08,28167.6,13.5285,3251153,43.8565
18,Indiana,2021-10-15,24079.1,12.7899,3269602,44.1457
18,Indiana,2021-10-22,18344,12.0452,3291544,44.4554
18,Indiana,2021-10-29,17103,10.8947,3307684,44.6989
